No of locations: 20
Threshold: 150
No of supply centers: 3
No of large vehicles at the supply centres: 1
No of small vehicles at supply centres: 2
X: 20
Capacity of Large vehicle: 100
loc 1: (7,65) resources: 60 large vehicles: 0 small vehicles: 1
damage(13,7): 1
damage(13,8): 2
damage(13,9): 1
damage(13,10): 0
damage(13,11): 1
damage(13,12): 2
damage(13,13): 1
damage(13,14): 2
damage(13,15): 1
damage(13,16): 0
damage(13,17): 2
damage(13,18): 1
damage(13,19): 0
damage(13,20): 0
damage(13,21): 1
damage(13,22): 2
damage(13,23): 1
damage(13,24): 1
damage(13,25): 0
damage(13,26): 1
damage(13,27): 0
damage(13,28): 2
damage(13,29): 1
damage(13,30): 2
damage(13,31): 0
damage(13,32): 1
damage(13,33): 0
damage(13,34): 1
damage(13,35): 1
damage(13,36): 2
damage(13,37): 2
damage(13,38): 1
damage(13,39): 2
damage(13,40): 0
damage(13,41): 1
damage(13,42): 1
damage(13,43): 1
damage(13,44): 0
damage(13,45): 0
damage(13,46): 0
damage(13,47): 1
damage(13,48): 0
damage(13,49): 1
damage(13,50): 1
damage(13,51): 0
damage(13,52): 0
damage(13,53): 2
damage(13,54): 2
damage(13,55): 1
damage(13,56): 2
damage(13,57): 1
damage(13,58): 1
damage(13,59): 2
damage(13,60): 0
damage(13,61): 0
damage(13,62): 0
damage(13,63): 0
damage(13,64): 2
damage(13,65): 2
damage(13,66): 1
damage(13,67): 1
damage(13,68): 2
damage(13,69): 2
damage(13,70): 0
damage(13,71): 0
damage(13,72): 1
damage(13,73): 2
damage(13,74): 1
damage(13,75): 1
damage(13,76): 0
damage(13,77): 1
damage(13,78): 2
damage(13,79): 0
damage(13,80): 0
damage(13,81): 2
damage(13,82): 2
damage(13,83): 0
damage(13,84): 1
damage(13,85): 2
damage(13,86): 2
damage(13,87): 0
damage(13,88): 1
damage(13,89): 0
damage(13,90): 0
damage(13,91): 0
damage(13,92): 2
damage(13,93): 1
damage(13,94): 1
damage(13,95): 1
damage(13,96): 1
damage(13,97): 0
damage(13,98): 0
damage(13,99): 0
damage(14,0): 1
damage(14,1): 1
damage(14,2): 0
damage(14,3): 2
damage(14,4): 2
damage(14,5): 0
damage(14,6): 1
damage(14,7): 2
damage(14,8): 2
damage(14,9): 1
damage(14,10): 0
damage(14,11): 0
damage(14,12): 0
damage(14,13): 0
damage(14,14): 0
damage(14,15): 1
damage(14,16): 1
damage(14,17): 0
damage(14,18): 2
damage(14,19): 0
damage(14,20): 1
damage(14,21): 0
damage(14,22): 0
damage(14,23): 1
damage(14,24): 2
damage(14,25): 1
damage(14,26): 0
damage(14,27): 1
damage(14,28): 0
damage(14,29): 1
damage(14,30): 1
damage(14,31): 1
damage(14,32): 2
damage(14,33): 2
damage(14,34): 0
damage(14,35): 1
damage(14,36): 0
damage(14,37): 2
damage(14,38): 1
damage(14,39): 0
damage(14,40): 1
damage(14,41): 0
damage(14,42): 1
damage(14,43): 1
damage(14,44): 1
damage(14,45): 2
damage(14,46): 0
damage(14,47): 0
damage(14,48): 0
damage(14,49): 0
damage(14,50): 1
damage(14,51): 2
damage(14,52): 1
damage(14,53): 1
damage(14,54): 0
damage(14,55): 0
damage(14,56): 1
damage(14,57): 0
damage(14,58): 2
damage(14,59): 2
damage(14,60): 1
damage(14,61): 0
damage(14,62): 0
damage(14,63): 1
damage(14,64): 1
damage(14,65): 0
damage(14,66): 1
damage(14,67): 1
damage(14,68): 1
damage(14,69): 0
damage(14,70): 2
damage(14,71): 2
damage(14,72): 1
damage(14,73): 0
damage(14,74): 0
damage(14,75): 0
damage(14,76): 0
damage(14,77): 1
damage(14,78): 0
damage(14,79): 0
damage(14,80): 2
damage(14,81): 2
damage(14,82): 0
damage(14,83): 0
damage(14,84): 2
damage(14,85): 0
damage(14,86): 2
damage(14,87): 0
damage(14,88): 1
damage(14,89): 1
damage(14,90): 2
damage(14,91): 0
damage(14,92): 0
damage(14,93): 0
damage(14,94): 1
damage(14,95): 2
damage(14,96): 1
damage(14,97): 0
damage(14,98): 0
damage(14,99): 2
damage(15,0): 1
damage(15,1): 1
damage(15,2): 1
damage(15,3): 0
damage(15,4): 1
damage(15,5): 0
damage(15,6): 0
damage(15,7): 2
damage(15,8): 1
damage(15,9): 2
damage(15,10): 0
damage(15,11): 1
damage(15,12): 1
damage(15,13): 0
damage(15,14): 0
damage(15,15): 1
damage(15,16): 1
damage(15,17): 0
damage(15,18): 2
damage(15,19): 2
damage(15,20): 2
damage(15,21): 2
damage(15,22): 2
damage(15,23): 2
damage(15,24): 2
damage(15,25): 2
damage(15,26): 1
damage(15,27): 1
damage(15,28): 0
damage(15,29): 0
damage(15,30): 0
damage(15,31): 1
damage(15,32): 1
damage(15,33): 0
damage(15,34): 0
damage(15,35): 0
damage(15,36): 0
damage(15,37): 0
damage(15,38): 1
damage(15,39): 2
damage(15,40): 0
damage(15,41): 1
damage(15,42): 1
damage(15,43): 0
damage(15,44): 2
damage(15,45): 2
damage(15,46): 1
damage(15,47): 1
damage(15,48): 2
damage(15,49): 1
damage(15,50): 1
damage(15,51): 1
damage(15,52): 0
damage(15,53): 1
damage(15,54): 2
damage(15,55): 1
damage(15,56): 1
damage(15,57): 1
damage(15,58): 2
damage(15,59): 2
damage(15,60): 2
damage(15,61): 0
damage(15,62): 1
damage(15,63): 0
damage(15,64): 1
damage(15,65): 1
damage(15,66): 2
damage(15,67): 1
damage(15,68): 0
damage(15,69): 0
damage(15,70): 1
damage(15,71): 1
damage(15,72): 2
damage(15,73): 0
damage(15,74): 2
damage(15,75): 2
damage(15,76): 2
damage(15,77): 1
damage(15,78): 1
damage(15,79): 1
damage(15,80): 0
damage(15,81): 0
damage(15,82): 0
damage(15,83): 1
damage(15,84): 1
damage(15,85): 2
damage(15,86): 0
damage(15,87): 1
damage(15,88): 1
damage(15,89): 0
damage(15,90): 0
damage(15,91): 0
damage(15,92): 1
damage(15,93): 2
damage(15,94): 2
damage(15,95): 2
damage(15,96): 2
damage(15,97): 2
damage(15,98): 2
damage(15,99): 0
damage(16,0): 0
damage(16,1): 1
damage(16,2): 1
damage(16,3): 2
damage(16,4): 1
damage(16,5): 1
damage(16,6): 2
damage(16,7): 1
damage(16,8): 0
damage(16,9): 1
damage(16,10): 0
damage(16,11): 1
damage(16,12): 1
damage(16,13): 0
damage(16,14): 0
damage(16,15): 2
damage(16,16): 1
damage(16,17): 1
damage(16,18): 1
damage(16,19): 2
damage(16,20): 1
damage(16,21): 2
damage(16,22): 0
damage(16,23): 0
damage(16,24): 2
damage(16,25): 0
damage(16,26): 1
damage(16,27): 2
damage(16,28): 2
damage(16,29): 0
damage(16,30): 2
damage(16,31): 2
damage(16,32): 1
damage(16,33): 0
damage(16,34): 0
damage(16,35): 0
damage(16,36): 2
damage(16,37): 0
damage(16,38): 2
damage(16,39): 2
damage(16,40): 1
damage(16,41): 2
damage(16,42): 0
damage(16,43): 2
damage(16,44): 2
damage(16,45): 2
damage(16,46): 2
damage(16,47): 0
damage(16,48): 0
damage(16,49): 1
damage(16,50): 0
damage(16,51): 2
damage(16,52): 0
damage(16,53): 2
damage(16,54): 0
damage(16,55): 0
damage(16,56): 2
damage(16,57): 1
damage(16,58): 2
damage(16,59): 2
damage(16,60): 2
damage(16,61): 1
damage(16,62): 2
damage(16,63): 1
damage(16,64): 0
damage(16,65): 2
damage(16,66): 2
damage(16,67): 2
damage(16,68): 0
damage(16,69): 1
damage(16,70): 2
damage(16,71): 1
damage(16,72): 0
damage(16,73): 0
damage(16,74): 0
damage(16,75): 0
damage(16,76): 2
damage(16,77): 1
damage(16,78): 2
damage(16,79): 0
damage(16,80): 2
damage(16,81): 2
damage(16,82): 0
damage(16,83): 0
damage(16,84): 1
damage(16,85): 1
damage(16,86): 1
damage(16,87): 1
damage(16,88): 0
damage(16,89): 1
damage(16,90): 1
damage(16,91): 2
damage(16,92): 0
damage(16,93): 1
damage(16,94): 0
damage(16,95): 1
damage(16,96): 2
damage(16,97): 2
damage(16,98): 0
damage(16,99): 2
damage(17,0): 1
damage(17,1): 0
damage(17,2): 1
damage(17,3): 1
damage(17,4): 1
damage(17,5): 2
damage(17,6): 1
damage(17,7): 1
damage(17,8): 0
damage(17,9): 1
damage(17,10): 0
damage(17,11): 0
damage(17,12): 1
damage(17,13): 1
damage(17,14): 1
damage(17,15): 0
damage(17,16): 2
damage(17,17): 0
damage(17,18): 2
damage(17,19): 2
damage(17,20): 1
damage(17,21): 1
damage(17,22): 2
damage(17,23): 2
damage(17,24): 0
damage(17,25): 0
damage(17,26): 1
damage(17,27): 2
damage(17,28): 0
damage(17,29): 2
damage(17,30): 1
damage(17,31): 1
damage(17,32): 2
damage(17,33): 0
damage(17,34): 2
damage(17,35): 1
damage(17,36): 0
damage(17,37): 1
damage(17,38): 1
damage(17,39): 1
damage(17,40): 0
damage(17,41): 1
damage(17,42): 2
damage(17,43): 2
damage(17,44): 2
damage(17,45): 1
damage(17,46): 2
damage(17,47): 2
damage(17,48): 2
damage(17,49): 0
damage(17,50): 1
damage(17,51): 1
damage(17,52): 1
damage(17,53): 0
damage(17,54): 2
damage(17,55): 1
damage(17,56): 0
damage(17,57): 0
damage(17,58): 1
damage(17,59): 0
damage(17,60): 2
damage(17,61): 0
damage(17,62): 2
damage(17,63): 0
damage(17,64): 1
damage(17,65): 1
damage(17,66): 2
damage(17,67): 1
damage(17,68): 0
damage(17,69): 0
damage(17,70): 1
damage(17,71): 0
damage(17,72): 2
damage(17,73): 0
damage(17,74): 0
damage(17,75): 2
damage(17,76): 2
damage(17,77): 1
damage(17,78): 1
damage(17,79): 2
damage(17,80): 1
damage(17,81): 0
damage(17,82): 0
damage(17,83): 2
damage(17,84): 0
damage(17,85): 2
damage(17,86): 2
damage(17,87): 1
damage(17,88): 1
damage(17,89): 0
damage(17,90): 2
damage(17,91): 1
damage(17,92): 1
damage(17,93): 2
damage(17,94): 1
damage(17,95): 0
damage(17,96): 0
damage(17,97): 2
damage(17,98): 2
damage(17,99): 2
damage(18,0): 2
damage(18,1): 0
damage(18,2): 0
damage(18,3): 0
damage(18,4): 1
damage(18,5): 1
damage(18,6): 2
damage(18,7): 1
damage(18,8): 2
damage(18,9): 2
damage(18,10): 0
damage(18,11): 1
damage(18,12): 2
damage(18,13): 1
damage(18,14): 0
damage(18,15): 1
damage(18,16): 1
damage(18,17): 0
damage(18,18): 0
damage(18,19): 0
damage(18,20): 2
damage(18,21): 1
damage(18,22): 2
damage(18,23): 0
damage(18,24): 0
damage(18,25): 1
damage(18,26): 1
damage(18,27): 2
damage(18,28): 0
damage(18,29): 2
damage(18,30): 1
damage(18,31): 1
damage(18,32): 0
damage(18,33): 1
damage(18,34): 1
damage(18,35): 2
damage(18,36): 0
damage(18,37): 1
damage(18,38): 1
damage(18,39): 0
damage(18,40): 0
damage(18,41): 2
damage(18,42): 1
damage(18,43): 0
damage(18,44): 1
damage(18,45): 2
damage(18,46): 2
damage(18,47): 0
damage(18,48): 0
damage(18,49): 2
damage(18,50): 1
damage(18,51): 2
damage(18,52): 0
damage(18,53): 0
damage(18,54): 0
damage(18,55): 1
damage(18,56): 1
damage(18,57): 2
damage(18,58): 0
damage(18,59): 0
damage(18,60): 1
damage(18,61): 1
damage(18,62): 1
damage(18,63): 2
damage(18,64): 0
damage(18,65): 0
damage(18,66): 2
damage(18,67): 1
damage(18,68): 1
damage(18,69): 0
damage(18,70): 2
damage(18,71): 0
damage(18,72): 0
damage(18,73): 1
damage(18,74): 0
damage(18,75): 2
damage(18,76): 0
damage(18,77): 2
damage(18,78): 1
damage(18,79): 0
damage(18,80): 2
damage(18,81): 2
damage(18,82): 1
damage(18,83): 0
damage(18,84): 0
damage(18,85): 1
damage(18,86): 1
damage(18,87): 2
damage(18,88): 1
damage(18,89): 2
damage(18,90): 0
damage(18,91): 1
damage(18,92): 1
damage(18,93): 1
damage(18,94): 0
damage(18,95): 1
damage(18,96): 1
damage(18,97): 0
damage(18,98): 0
damage(18,99): 1
damage(19,0): 1
damage(19,1): 0
damage(19,2): 1
damage(19,3): 0
damage(19,4): 1
damage(19,5): 2
damage(19,6): 2
damage(19,7): 2
damage(19,8): 2
damage(19,9): 1
damage(19,10): 0
damage(19,11): 1
damage(19,12): 0
damage(19,13): 1
damage(19,14): 1
damage(19,15): 1
damage(19,16): 0
damage(19,17): 0
damage(19,18): 2
damage(19,19): 2
damage(19,20): 2
damage(19,21): 2
damage(19,22): 0
damage(19,23): 0
damage(19,24): 1
damage(19,25): 1
damage(19,26): 0
damage(19,27): 0
damage(19,28): 1
damage(19,29): 1
damage(19,30): 2
damage(19,31): 0
damage(19,32): 1
damage(19,33): 0
damage(19,34): 0
damage(19,35): 0
damage(19,36): 0
damage(19,37): 1
damage(19,38): 0
damage(19,39): 2
damage(19,40): 2
damage(19,41): 1
damage(19,42): 1
damage(19,43): 1
damage(19,44): 0
damage(19,45): 0
damage(19,46): 2
damage(19,47): 1
damage(19,48): 2
damage(19,49): 1
damage(19,50): 1
damage(19,51): 1
damage(19,52): 2
damage(19,53): 1
damage(19,54): 0
damage(19,55): 0
damage(19,56): 0
damage(19,57): 0
damage(19,58): 1
damage(19,59): 2
damage(19,60): 1
damage(19,61): 1
damage(19,62): 2
damage(19,63): 1
damage(19,64): 2
damage(19,65): 0
damage(19,66): 1
damage(19,67): 0
damage(19,68): 1
damage(19,69): 2
damage(19,70): 2
damage(19,71): 0
damage(19,72): 1
damage(19,73): 1
damage(19,74): 1
damage(19,75): 1
damage(19,76): 0
damage(19,77): 2
damage(19,78): 2
damage(19,79): 2
damage(19,80): 1
damage(19,81): 0
damage(19,82): 0
damage(19,83): 0
damage(19,84): 2
damage(19,85): 1
damage(19,86): 1
damage(19,87): 2
damage(19,88): 1
damage(19,89): 0
damage(19,90): 1
damage(19,91): 1
damage(19,92): 2
damage(19,93): 2
damage(19,94): 2
damage(19,95): 1
damage(19,96): 2
damage(19,97): 1
damage(19,98): 1
damage(19,99): 1
damage(20,0): 1
damage(20,1): 2
damage(20,2): 2
damage(20,3): 2
damage(20,4): 1
damage(20,5): 2
damage(20,6): 1
damage(20,7): 1
damage(20,8): 1
damage(20,9): 1
damage(20,10): 0
damage(20,11): 2
damage(20,12): 0
damage(20,13): 2
damage(20,14): 1
damage(20,15): 0
damage(20,16): 0
damage(20,17): 2
damage(20,18): 1
damage(20,19): 0
damage(20,20): 0
damage(20,21): 0
damage(20,22): 1
damage(20,23): 0
damage(20,24): 2
damage(20,25): 0
damage(20,26): 2
damage(20,27): 1
damage(20,28): 2
damage(20,29): 1
damage(20,30): 0
damage(20,31): 1
damage(20,32): 1
damage(20,33): 0
damage(20,34): 0
damage(20,35): 0
damage(20,36): 2
damage(20,37): 2
damage(20,38): 1
damage(20,39): 1
damage(20,40): 1
damage(20,41): 0
damage(20,42): 1
damage(20,43): 2
damage(20,44): 2
damage(20,45): 2
damage(20,46): 2
damage(20,47): 0
damage(20,48): 0
damage(20,49): 0
damage(20,50): 0
damage(20,51): 1
damage(20,52): 1
damage(20,53): 2
damage(20,54): 2
damage(20,55): 1
damage(20,56): 2
damage(20,57): 1
damage(20,58): 0
damage(20,59): 0
damage(20,60): 0
damage(20,61): 1
damage(20,62): 1
damage(20,63): 2
damage(20,64): 1
damage(20,65): 1
damage(20,66): 0
damage(20,67): 1
damage(20,68): 1
damage(20,69): 1
damage(20,70): 0
damage(20,71): 0
damage(20,72): 2
damage(20,73): 2
damage(20,74): 0
damage(20,75): 2
damage(20,76): 2
damage(20,77): 0
damage(20,78): 0
damage(20,79): 0
damage(20,80): 2
damage(20,81): 1
damage(20,82): 2
damage(20,83): 0
damage(20,84): 1
damage(20,85): 1
damage(20,86): 2
damage(20,87): 1
damage(20,88): 0
damage(20,89): 2
damage(20,90): 1
damage(20,91): 0
damage(20,92): 2
damage(20,93): 2
damage(20,94): 0
damage(20,95): 1
damage(20,96): 2
damage(20,97): 0
damage(20,98): 1
damage(20,99): 1
damage(21,0): 0
damage(21,1): 1
damage(21,2): 2
damage(21,3): 0
damage(21,4): 1
damage(21,5): 2
damage(21,6): 0
damage(21,7): 2
damage(21,8): 2
damage(21,9): 0
damage(21,10): 2
damage(21,11): 1
damage(21,12): 2
damage(21,13): 2
damage(21,14): 2
damage(21,15): 0
damage(21,16): 0
damage(21,17): 2
damage(21,18): 2
damage(21,19): 1
damage(21,20): 2
damage(21,21): 1
damage(21,22): 0
damage(21,23): 2
damage(21,24): 1
damage(21,25): 0
damage(21,26): 1
damage(21,27): 1
damage(21,28): 2
damage(21,29): 2
damage(21,30): 2
damage(21,31): 0
damage(21,32): 0
damage(21,33): 1
damage(21,34): 0
damage(21,35): 0
damage(21,36): 1
damage(21,37): 0
damage(21,38): 2
damage(21,39): 1
damage(21,40): 1
damage(21,41): 1
damage(21,42): 1
damage(21,43): 1
damage(21,44): 1
damage(21,45): 0
damage(21,46): 2
damage(21,47): 2
damage(21,48): 0
damage(21,49): 2
damage(21,50): 1
damage(21,51): 1
damage(21,52): 1
damage(21,53): 1
damage(21,54): 0
damage(21,55): 0
damage(21,56): 2
damage(21,57): 1
damage(21,58): 1
damage(21,59): 2
damage(21,60): 1
damage(21,61): 1
damage(21,62): 2
damage(21,63): 2
damage(21,64): 0
damage(21,65): 0
damage(21,66): 0
damage(21,67): 1
damage(21,68): 1
damage(21,69): 2
damage(21,70): 0
damage(21,71): 1
damage(21,72): 0
damage(21,73): 1
damage(21,74): 2
damage(21,75): 2
damage(21,76): 2
damage(21,77): 2
damage(21,78): 2
damage(21,79): 0
damage(21,80): 2
damage(21,81): 1
damage(21,82): 2
damage(21,83): 0
damage(21,84): 0
damage(21,85): 0
damage(21,86): 1
damage(21,87): 2
damage(21,88): 2
damage(21,89): 0
damage(21,90): 0
damage(21,91): 1
damage(21,92): 2
damage(21,93): 2
damage(21,94): 1
damage(21,95): 2
damage(21,96): 0
damage(21,97): 1
damage(21,98): 1
damage(21,99): 0
damage(22,0): 0
damage(22,1): 1
damage(22,2): 1
damage(22,3): 1
damage(22,4): 0
damage(22,5): 1
damage(22,6): 2
damage(22,7): 0
damage(22,8): 0
damage(22,9): 2
damage(22,10): 0
damage(22,11): 2
damage(22,12): 0
damage(22,13): 1
damage(22,14): 0
damage(22,15): 0
damage(22,16): 1
damage(22,17): 2
damage(22,18): 0
damage(22,19): 1
damage(22,20): 2
damage(22,21): 0
damage(22,22): 0
damage(22,23): 1
damage(22,24): 1
damage(22,25): 1
damage(22,26): 1
damage(22,27): 2
damage(22,28): 0
damage(22,29): 2
damage(22,30): 2
damage(22,31): 1
damage(22,32): 1
damage(22,33): 1
damage(22,34): 1
damage(22,35): 2
damage(22,36): 2
damage(22,37): 0
damage(22,38): 2
damage(22,39): 0
damage(22,40): 0
damage(22,41): 0
damage(22,42): 0
damage(22,43): 0
damage(22,44): 1
damage(22,45): 2
damage(22,46): 1
damage(22,47): 0
damage(22,48): 1
damage(22,49): 2
damage(22,50): 2
damage(22,51): 2
damage(22,52): 1
damage(22,53): 0
damage(22,54): 1
damage(22,55): 0
damage(22,56): 2
damage(22,57): 0
damage(22,58): 2
damage(22,59): 0
damage(22,60): 0
damage(22,61): 0
damage(22,62): 0
damage(22,63): 1
damage(22,64): 1
damage(22,65): 1
damage(22,66): 1
damage(22,67): 2
damage(22,68): 2
damage(22,69): 0
damage(22,70): 0
damage(22,71): 2
damage(22,72): 2
damage(22,73): 0
damage(22,74): 0
damage(22,75): 1
damage(22,76): 0
damage(22,77): 1
damage(22,78): 2
damage(22,79): 2
damage(22,80): 1
damage(22,81): 2
damage(22,82): 1
damage(22,83): 2
damage(22,84): 2
damage(22,85): 0
damage(22,86): 2
damage(22,87): 2
damage(22,88): 0
damage(22,89): 0
damage(22,90): 1
damage(22,91): 1
damage(22,92): 0
damage(22,93): 1
damage(22,94): 0
damage(22,95): 2
damage(22,96): 2
damage(22,97): 2
damage(22,98): 1
damage(22,99): 2
damage(23,0): 0
damage(23,1): 1
damage(23,2): 1
damage(23,3): 0
damage(23,4): 0
damage(23,5): 2
damage(23,6): 2
damage(23,7): 0
damage(23,8): 0
damage(23,9): 2
damage(23,10): 2
damage(23,11): 2
damage(23,12): 1
damage(23,13): 1
damage(23,14): 2
damage(23,15): 1
damage(23,16): 2
damage(23,17): 2
damage(23,18): 1
damage(23,19): 0
damage(23,20): 2
damage(23,21): 2
damage(23,22): 2
damage(23,23): 2
damage(23,24): 1
damage(23,25): 0
damage(23,26): 2
damage(23,27): 1
damage(23,28): 0
damage(23,29): 1
damage(23,30): 0
damage(23,31): 1
damage(23,32): 1
damage(23,33): 2
damage(23,34): 2
damage(23,35): 1
damage(23,36): 1
damage(23,37): 2
damage(23,38): 1
damage(23,39): 2
damage(23,40): 1
damage(23,41): 2
damage(23,42): 1
damage(23,43): 0
damage(23,44): 1
damage(23,45): 0
damage(23,46): 1
damage(23,47): 1
damage(23,48): 0
damage(23,49): 0
damage(23,50): 0
damage(23,51): 2
damage(23,52): 0
damage(23,53): 2
damage(23,54): 0
damage(23,55): 1
damage(23,56): 0
damage(23,57): 0
damage(23,58): 2
damage(23,59): 1
damage(23,60): 1
damage(23,61): 2
damage(23,62): 0
damage(23,63): 2
damage(23,64): 2
damage(23,65): 0
damage(23,66): 1
damage(23,67): 0
damage(23,68): 2
damage(23,69): 1
damage(23,70): 2
damage(23,71): 1
damage(23,72): 0
damage(23,73): 1
damage(23,74): 1
damage(23,75): 2
damage(23,76): 2
damage(23,77): 0
damage(23,78): 1
damage(23,79): 2
damage(23,80): 2
damage(23,81): 2
damage(23,82): 0
damage(23,83): 2
damage(23,84): 1
damage(23,85): 1
damage(23,86): 2
damage(23,87): 2
damage(23,88): 1
damage(23,89): 1
damage(23,90): 0
damage(23,91): 0
damage(23,92): 2
damage(23,93): 1
damage(23,94): 1
damage(23,95): 1
damage(23,96): 1
damage(23,97): 2
damage(23,98): 2
damage(23,99): 1
damage(24,0): 0
damage(24,1): 2
damage(24,2): 0
damage(24,3): 1
damage(24,4): 0
damage(24,5): 2
damage(24,6): 1
damage(24,7): 0
damage(24,8): 0
damage(24,9): 0
damage(24,10): 0
damage(24,11): 2
damage(24,12): 0
damage(24,13): 1
damage(24,14): 2
damage(24,15): 1
damage(24,16): 2
damage(24,17): 1
damage(24,18): 1
damage(24,19): 1
damage(24,20): 0
damage(24,21): 2
damage(24,22): 2
damage(24,23): 0
damage(24,24): 1
damage(24,25): 1
damage(24,26): 1
damage(24,27): 1
damage(24,28): 0
damage(24,29): 1
damage(24,30): 0
damage(24,31): 2
damage(24,32): 1
damage(24,33): 1
damage(24,34): 1
damage(24,35): 2
damage(24,36): 0
damage(24,37): 0
damage(24,38): 0
damage(24,39): 1
damage(24,40): 1
damage(24,41): 1
damage(24,42): 0
damage(24,43): 1
damage(24,44): 2
damage(24,45): 0
damage(24,46): 0
damage(24,47): 0
damage(24,48): 1
damage(24,49): 1
damage(24,50): 1
damage(24,51): 2
damage(24,52): 1
damage(24,53): 1
damage(24,54): 2
damage(24,55): 1
damage(24,56): 2
damage(24,57): 2
damage(24,58): 2
damage(24,59): 1
damage(24,60): 1
damage(24,61): 2
damage(24,62): 0
damage(24,63): 0
damage(24,64): 0
damage(24,65): 2
damage(24,66): 0
damage(24,67): 2
damage(24,68): 0
damage(24,69): 1
damage(24,70): 0
damage(24,71): 1
damage(24,72): 2
damage(24,73): 2
damage(24,74): 0
damage(24,75): 0
damage(24,76): 0
damage(24,77): 1
damage(24,78): 0
damage(24,79): 2
damage(24,80): 0
damage(24,81): 1
damage(24,82): 2
damage(24,83): 0
damage(24,84): 0
damage(24,85): 2
damage(24,86): 1
damage(24,87): 0
damage(24,88): 1
damage(24,89): 0
damage(24,90): 1
damage(24,91): 0
damage(24,92): 0
damage(24,93): 2
damage(24,94): 0
damage(24,95): 2
damage(24,96): 2
damage(24,97): 1
damage(24,98): 1
damage(24,99): 2
damage(25,0): 0
damage(25,1): 2
damage(25,2): 0
damage(25,3): 0
damage(25,4): 1
damage(25,5): 1
damage(25,6): 0
damage(25,7): 2
damage(25,8): 2
damage(25,9): 1
damage(25,10): 2
damage(25,11): 0
damage(25,12): 1
damage(25,13): 1
damage(25,14): 0
damage(25,15): 2
damage(25,16): 0
damage(25,17): 2
damage(25,18): 2
damage(25,19): 0
damage(25,20): 2
damage(25,21): 1
damage(25,22): 0
damage(25,23): 0
damage(25,24): 0
damage(25,25): 1
damage(25,26): 2
damage(25,27): 2
damage(25,28): 1
damage(25,29): 1
damage(25,30): 1
damage(25,31): 1
damage(25,32): 1
damage(25,33): 0
damage(25,34): 2
damage(25,35): 0
damage(25,36): 1
damage(25,37): 1
damage(25,38): 0
damage(25,39): 2
damage(25,40): 2
damage(25,41): 2
damage(25,42): 2
damage(25,43): 0
damage(25,44): 0
damage(25,45): 0
damage(25,46): 0
damage(25,47): 1
damage(25,48): 2
damage(25,49): 0
damage(25,50): 1
damage(25,51): 2
damage(25,52): 1
damage(25,53): 2
damage(25,54): 2
damage(25,55): 2
damage(25,56): 1
damage(25,57): 0
damage(25,58): 2
damage(25,59): 0
damage(25,60): 1
damage(25,61): 1
damage(25,62): 2
damage(25,63): 2
damage(25,64): 2
damage(25,65): 1
damage(25,66): 0
damage(25,67): 1
damage(25,68): 2
damage(25,69): 1
damage(25,70): 0
damage(25,71): 0
damage(25,72): 0
damage(25,73): 0
damage(25,74): 1
damage(25,75): 1
damage(25,76): 1
damage(25,77): 2
damage(25,78): 2
damage(25,79): 1
damage(25,80): 2
damage(25,81): 2
damage(25,82): 1
damage(25,83): 1
damage(25,84): 1
damage(25,85): 0
damage(25,86): 1
damage(25,87): 0
damage(25,88): 1
damage(25,89): 0
damage(25,90): 0
damage(25,91): 0
damage(25,92): 0
damage(25,93): 2
damage(25,94): 2
damage(25,95): 2
damage(25,96): 1
damage(25,97): 0
damage(25,98): 1
damage(25,99): 1
damage(26,0): 1
damage(26,1): 2
damage(26,2): 2
damage(26,3): 2
damage(26,4): 2
damage(26,5): 1
damage(26,6): 0
damage(26,7): 1
damage(26,8): 1
damage(26,9): 1
damage(26,10): 2
damage(26,11): 0
damage(26,12): 0
damage(26,13): 0
damage(26,14): 2
damage(26,15): 2
damage(26,16): 2
damage(26,17): 0
damage(26,18): 0
damage(26,19): 0
damage(26,20): 2
damage(26,21): 0
damage(26,22): 1
damage(26,23): 0
damage(26,24): 1
damage(26,25): 2
damage(26,26): 0
damage(26,27): 2
damage(26,28): 2
damage(26,29): 2
damage(26,30): 1
damage(26,31): 2
damage(26,32): 1
damage(26,33): 1
damage(26,34): 2
damage(26,35): 2
damage(26,36): 0
damage(26,37): 1
damage(26,38): 0
damage(26,39): 1
damage(26,40): 2
damage(26,41): 1
damage(26,42): 2
damage(26,43): 0
damage(26,44): 1
damage(26,45): 1
damage(26,46): 2
damage(26,47): 1
damage(26,48): 2
damage(26,49): 2
damage(26,50): 0
damage(26,51): 2
damage(26,52): 1
damage(26,53): 1
damage(26,54): 2
damage(26,55): 2
damage(26,56): 0
damage(26,57): 0
damage(26,58): 2
damage(26,59): 1
damage(26,60): 0
damage(26,61): 1
damage(26,62): 1
damage(26,63): 1
damage(26,64): 2
damage(26,65): 0
damage(26,66): 0
damage(26,67): 0
damage(26,68): 1
damage(26,69): 2
damage(26,70): 1
damage(26,71): 1
damage(26,72): 0
damage(26,73): 0
damage(26,74): 1
damage(26,75): 2
damage(26,76): 2
damage(26,77): 2
damage(26,78): 1
damage(26,79): 0
damage(26,80): 1
damage(26,81): 2
damage(26,82): 2
damage(26,83): 0
damage(26,84): 0
damage(26,85): 0
damage(26,86): 2
damage(26,87): 2
damage(26,88): 1
damage(26,89): 1
damage(26,90): 0
damage(26,91): 1
damage(26,92): 0
damage(26,93): 1
damage(26,94): 2
